-4.154906081328189060e-01 1.806758820019412681e+00 7.942359621782264512e-01
8.694971064382164272e-01 1.375375008202213145e+00 2.043525559647036971e+00
2.731015802503319989e+00 2.371040305439393592e+00 -2.473963119660099519e+00
-1.823068497212677608e+00 -2.490189185208987688e+00 1.284278210835769762e+00
3.021855311686810097e+00 2.653049419951305055e+00 2.149307657261935844e+00
-6.063311818887502369e-01 -5.667398852567848699e-01 -1.546049805634585939e+00
-3.012041950126807421e+00 5.013225595873942453e-01 1.401149298527792908e-02
2.105372406779384420e+00 -1.930319646908341458e+00 2.849578104188655203e+00
2.351619947347982631e+00 -4.417250044097107420e-01 -2.251731234690744543e+00
-1.826544778298932137e+00 -5.206133012768621171e-02 9.709188493382843177e-01
1.721822928558012222e+00 2.934674265796055614e+00 -1.474937672504039510e+00
-4.523119350440674147e-01 6.480552122078528932e-01 7.265060765119861763e-01
-1.036671336566470369e+00 2.924108358275433694e+00 2.571638522041000741e+00
-1.102210856631712144e+00 -1.586316629604135109e+00 3.131028120528974945e+00
-2.914698775135680986e+00 3.868199272448520354e-01 -3.114053574883484110e-01
-1.865119253290866919e+00 -2.537631864761474176e+00 -2.343341528731173184e-01
1.552493151135953653e+00 -5.963963669785665722e-01 -2.564270964154872878e+00
1.925598061745103173e+00 2.603229797254572375e+00 1.323747952370094794e+00
-1.667846542819275246e+00 1.230578299491059902e+00 1.358928598730178905e+00
-1.468165475812986509e+00 -2.443105240857579297e+00 -9.917478463584661341e-02
-2.050262722882794542e+00 -1.196302759881507471e+00 -2.798828729172833985e+00
-2.573666281057227057e+00 3.700232150672100317e-01 -2.286760349333248232e+00
4.237480973680187724e-01 1.746962843352688921e+00 -2.163248549858074909e+00
-2.014657106060702585e+00 3.967110500664463579e-01 2.520070629853744748e+00
-1.052081158654925908e+00 -6.578234777478431106e-01 -3.050473236453768333e+00
-1.895077510878631744e+00 -7.182040891497050161e-01 -5.576078649051519065e-02
2.145744661985384383e+00 -1.414594942105624753e-01 7.398413260792517931e-01
-2.769490031081066839e+00 1.602028436945969858e+00 2.981717284693851333e+00
9.434578048691895091e-01 -2.286632782492240334e+00 -1.973054846033297283e+00
3.039269903549701723e-02 8.569729377652439695e-01 1.930619064040094202e+00
2.305031533928087129e+00 -7.789768238307561710e-01 7.715476622194472611e-01
-1.481217329455344789e+00 6.773052033320992038e-01 2.203977295935373171e+00
1.724948999516847437e+00 -1.613552407624921470e+00 -2.002242854731861144e+00
-6.733912844511595885e-01 -5.556387216960323450e-01 -8.988566274712050941e-02
-4.721317210043167734e-01 2.744992364323869616e+00 2.990346637740776359e+00
1.521542715759417241e+00 2.935531912224450757e+00 -9.389187401423946255e-01
-1.359939350187527651e+00 -2.935177794626970371e+00 1.468724642346442621e+00
2.764906357681424787e-01 8.797732692732980198e-01 -2.864577285915051341e+00
-3.129338566281329115e+00 1.435241090131636810e+00 1.418752989874910497e+00
2.248508794570826197e+00 2.392740999196823815e+00 9.448864249379500535e-01
6.913729639253407555e-03 -2.162168011638430976e+00 1.071569005979487343e+00
-1.936278537931378940e+00 -4.266551745750848390e-01 -2.513140673700414496e+00
-1.715225411265820732e+00 -5.573461883792982796e-01 -4.373690585825009691e-01
-2.652626581572586240e+00 2.828163187122827438e+00 7.758572165283994515e-01
1.932747715456894610e+00 2.366676163599690241e-01 2.234255582744776980e+00
-2.372032765701673096e+00 -1.099872421594152883e+00 1.392826691729161404e+00
3.106487228465254269e+00 1.848232026100289360e+00 7.548265053226810295e-01
2.690896775420437592e+00 -3.141396513608750940e+00 2.572398470828085593e-01
8.176912941739233887e-01 -7.314849448123674769e-01 -7.029924730431145186e-01
2.864413789554304479e+00 -2.295135634419576132e+00 -7.342321365587847204e-01
-2.745663936312980002e+00 2.524524339516245774e+00 2.878248524930485885e+00
-1.306627285428880514e+00 2.232819396083022490e+00 4.334552137658054249e-02
2.692280057555978878e+00 2.978505390265794084e+00 -3.177468905234457353e-01
-1.908154791216190249e+00 -3.744652461960158440e-01 8.807948166391765810e-02
2.082516745005123404e+00 -2.526387600632956865e+00 2.952285656408549563e+00
-2.573808968458749735e+00 1.221025057325461738e+00 1.478052655492051670e+00
-8.969794129018660023e-01 -2.111293478289868908e+00 2.835690212804327537e+00
-8.532571763893215255e-01 -2.802763873721984655e+00 -1.626405617741336851e+00
-2.302977357022242266e-01 6.828633482148340761e-01 1.858033206972893758e+00
-2.441546935163716014e+00 -5.893490339989813087e-01 -1.817227768243480091e+00
1.960270994694960578e+00 -2.468850197553784653e+00 4.698605054800042424e-02
-1.249500988899599818e+00 3.017826890125085981e-03 2.234498313865536545e+00
-2.559236429825929804e+00 -1.137224158807548235e+00 -1.703659350906657766e+00
1.842342584721117227e+00 1.522050314685510664e+00 3.958501591279155463e-01
-7.109882008726238212e-01 -5.795159140112078333e-01 4.508018492915311093e-01
2.743398619174120867e+00 2.484955630223847578e+00 2.737736095230047795e-01
3.654218572005327736e-01 7.988546245157044368e-01 -8.502185191457276581e-01
-1.136357753275131888e+00 -4.993338961424012012e-01 -2.069958323615108675e+00
1.630097102182590518e+00 1.022168022726532399e+00 2.166617373357063059e+00
3.404515148163205218e-01 1.952635426674043551e+00 3.047029585653321604e+00
2.038286265130158981e+00 -2.896895747963621481e+00 -1.941397128208246947e+00
1.108076665512199632e+00 -1.372766898486494247e+00 -1.124442605098112669e+00
-1.062565094928518583e+00 -2.014156107990074496e+00 -2.771190112566182862e+00
-1.689638276383421900e+00 -3.053134017700148917e+00 -1.452929082571123187e+00
2.253056128801667946e+00 -5.518531998200559840e-02 3.015102725805332007e-01
-2.763108274268363029e+00 4.062561581755508300e-01 1.713980671443188442e+00
2.116297825705938607e+00 -1.671792169081190549e+00 -5.359173513787864884e-01
2.525665601475528987e+00 1.383935114369458041e+00 -7.379920431812805326e-01
-1.452541300149707393e+00 1.522463387180920336e+00 2.394163896550582038e+00
1.595370624756990985e-01 2.455597657896446684e+00 -2.029425529389285110e+00
2.424553748138587927e+00 7.342184697391984649e-01 -2.477784140242450306e+00
1.463285705412419979e+00 2.647362135000165040e+00 -6.213568999520755476e-01
-1.849116428427275416e-01 3.047811753250702083e+00 1.085361174847046861e+00
7.945538272376033717e-01 -2.408306923648314335e+00 2.496150423081720859e+00
-3.117623809374606036e+00 -2.983054414152863210e+00 1.943231727052437741e+00
-4.394034876293724245e-01 -7.293634182726820292e-01 -9.326079225433239195e-01
-3.006569760421831106e-01 1.048653556511697893e+00 -2.552990589939378108e+00
1.429175185874244747e+00 2.935052015759056054e+00 -9.111252920202712602e-01
1.902113533892080710e+00 2.828662075872177439e+00 -3.052208498863288710e+00
2.645154447082381566e+00 -7.047772300447698868e-01 -2.208257572550905046e+00
-3.039036797454220284e+00 2.056879870888489670e+00 -5.675330144212402672e-01
1.018449656140545834e+00 -2.168545456084953749e+00 -1.805498400767917566e-01
9.838569279765767561e-01 2.597739968163129021e+00 2.387292681651558723e+00
-1.525631839138438473e+00 1.896507103753221735e+00 6.639344589247988537e-01
7.555582129321303242e-01 1.774244875797100995e+00 -2.245590020553121846e+00
-2.663955705213489455e+00 -2.328488467321571331e+00 -8.836042583878249701e-01
-1.864937448505679107e+00 2.547034976507720927e+00 -1.940488972544338608e+00
2.689889433828418497e+00 3.878400747749921607e-04 2.833071887067483807e+00
1.860515397865798448e+00 -2.621628174672098410e+00 9.960705059618195634e-01
2.160550516298845203e+00 2.577507677059852398e+00 2.630608704500689399e+00
